country,cum.deaths,date.POSIXct
Philippines,2,2020-03-14T07:00:00Z
San Marino,2,2020-03-14T07:00:00Z
Indonesia,3,2020-03-14T07:00:00Z
Australia,3,2020-03-14T07:00:00Z
Lebanon,3,2020-03-14T07:00:00Z
Algeria,2,2020-03-14T07:00:00Z
Poland,1,2020-03-14T07:00:00Z
Argentina,2,2020-03-14T07:00:00Z
Egypt,2,2020-03-14T07:00:00Z
Bulgaria,1,2020-03-14T07:00:00Z
Greece,1,2020-03-14T07:00:00Z
Ireland,1,2020-03-14T07:00:00Z
India,2,2020-03-14T07:00:00Z
Thailand,1,2020-03-14T07:00:00Z
Canada,1,2020-03-14T07:00:00Z
Morocco,1,2020-03-14T07:00:00Z
Panama,1,2020-03-14T07:00:00Z
Austria,1,2020-03-14T07:00:00Z
Guyana,1,2020-03-14T07:00:00Z
Albania,1,2020-03-14T07:00:00Z
Luxembourg,1,2020-03-14T07:00:00Z
Norway,1,2020-03-14T07:00:00Z
Ukraine,1,2020-03-14T07:00:00Z
China,3204,2020-03-15T07:00:00Z
Italy,1441,2020-03-15T07:00:00Z
Iran,608,2020-03-15T07:00:00Z
Spain,136,2020-03-15T07:00:00Z
France,91,2020-03-15T07:00:00Z
South Korea,75,2020-03-15T07:00:00Z
USA,41,2020-03-15T07:00:00Z
Japan,22,2020-03-15T07:00:00Z
UK,21,2020-03-15T07:00:00Z
Netherlands,12,2020-03-15T07:00:00Z
Switzerland,11,2020-03-15T07:00:00Z
Iraq,9,2020-03-15T07:00:00Z
Germany,8,2020-03-15T07:00:00Z
International conveyance,7,2020-03-15T07:00:00Z
Philippines,6,2020-03-15T07:00:00Z
San Marino,5,2020-03-15T07:00:00Z
Indonesia,4,2020-03-15T07:00:00Z
Australia,3,2020-03-15T07:00:00Z
Lebanon,3,2020-03-15T07:00:00Z
Algeria,3,2020-03-15T07:00:00Z
Poland,3,2020-03-15T07:00:00Z
Argentina,2,2020-03-15T07:00:00Z
Egypt,2,2020-03-15T07:00:00Z
Bulgaria,2,2020-03-15T07:00:00Z
Greece,2,2020-03-15T07:00:00Z
Ireland,2,2020-03-15T07:00:00Z
India,2,2020-03-15T07:00:00Z
Thailand,1,2020-03-15T07:00:00Z
Canada,1,2020-03-15T07:00:00Z
Morocco,1,2020-03-15T07:00:00Z
Panama,1,2020-03-15T07:00:00Z
Austria,1,2020-03-15T07:00:00Z
Guyana,1,2020-03-15T07:00:00Z
Albania,1,2020-03-15T07:00:00Z
Luxembourg,1,2020-03-15T07:00:00Z
Norway,1,2020-03-15T07:00:00Z
Ukraine,1,2020-03-15T07:00:00Z
Italy,2503,2020-03-17T07:00:00Z
Spain,309,2020-03-17T07:00:00Z
China,3231,2020-03-17T07:00:00Z
France,148,2020-03-17T07:00:00Z
Iran,853,2020-03-17T07:00:00Z
USA,58,2020-03-17T07:00:00Z
UK,55,2020-03-17T07:00:00Z
Netherlands,24,2020-03-17T07:00:00Z
Germany,13,2020-03-17T07:00:00Z
Belgium,5,2020-03-17T07:00:00Z
Switzerland,14,2020-03-17T07:00:00Z
South Korea,81,2020-03-17T07:00:00Z
Sweden,3,2020-03-17T07:00:00Z
Indonesia,5,2020-03-17T07:00:00Z
Austria,3,2020-03-17T07:00:00Z
Philippines,12,2020-03-17T07:00:00Z
Denmark,4,2020-03-17T07:00:00Z
Canada,1,2020-03-17T07:00:00Z
Ecuador,2,2020-03-17T07:00:00Z
Japan,28,2020-03-17T07:00:00Z
Ireland,2,2020-03-17T07:00:00Z
Iraq,9,2020-03-17T07:00:00Z
Greece,4,2020-03-17T07:00:00Z
Dominican Republic,1,2020-03-17T07:00:00Z
Egypt,4,2020-03-17T07:00:00Z
Morocco,2,2020-03-17T07:00:00Z
Algeria,4,2020-03-17T07:00:00Z
Poland,3,2020-03-17T07:00:00Z
India,3,2020-03-17T07:00:00Z
Norway,3,2020-03-17T07:00:00Z
San Marino,9,2020-03-17T07:00:00Z
Panama,1,2020-03-17T07:00:00Z
Luxembourg,1,2020-03-17T07:00:00Z
Argentina,2,2020-03-17T07:00:00Z
Australia,5,2020-03-17T07:00:00Z
Hungary,1,2020-03-17T07:00:00Z
Ukraine,1,2020-03-17T07:00:00Z
Lebanon,3,2020-03-17T07:00:00Z
Albania,1,2020-03-17T07:00:00Z
Thailand,1,2020-03-17T07:00:00Z
Bulgaria,2,2020-03-17T07:00:00Z
International conveyance,7,2020-03-17T07:00:00Z
Bahrain,1,2020-03-17T07:00:00Z
Sudan,1,2020-03-17T07:00:00Z
Guyana,1,2020-03-17T07:00:00Z
Cayman Islands,1,2020-03-17T07:00:00Z
Guatemala,1,2020-03-17T07:00:00Z
Italy,2503,2020-03-18T07:00:00Z
Spain,491,2020-03-18T07:00:00Z
China,3231,2020-03-18T07:00:00Z
France,175,2020-03-18T07:00:00Z
Iran,988,2020-03-18T07:00:00Z
USA,58,2020-03-18T07:00:00Z
UK,55,2020-03-18T07:00:00Z
Netherlands,43,2020-03-18T07:00:00Z
Germany,13,2020-03-18T07:00:00Z
Belgium,14,2020-03-18T07:00:00Z
Switzerland,14,2020-03-18T07:00:00Z
Turkey,1,2020-03-18T07:00:00Z
South Korea,81,2020-03-18T07:00:00Z
Sweden,3,2020-03-18T07:00:00Z
Portugal,1,2020-03-18T07:00:00Z
Indonesia,5,2020-03-18T07:00:00Z
Austria,3,2020-03-18T07:00:00Z
Philippines,12,2020-03-18T07:00:00Z
Denmark,4,2020-03-18T07:00:00Z
Canada,1,2020-03-18T07:00:00Z
Ecuador,2,2020-03-18T07:00:00Z
Japan,28,2020-03-18T07:00:00Z
Ireland,2,2020-03-18T07:00:00Z
Iraq,11,2020-03-18T07:00:00Z
Greece,4,2020-03-18T07:00:00Z
Dominican Republic,1,2020-03-18T07:00:00Z
Egypt,4,2020-03-18T07:00:00Z
Morocco,2,2020-03-18T07:00:00Z
Algeria,4,2020-03-18T07:00:00Z
Poland,5,2020-03-18T07:00:00Z
India,3,2020-03-18T07:00:00Z
Norway,3,2020-03-18T07:00:00Z
San Marino,11,2020-03-18T07:00:00Z
Panama,1,2020-03-18T07:00:00Z
Luxembourg,1,2020-03-18T07:00:00Z
Argentina,2,2020-03-18T07:00:00Z
Australia,5,2020-03-18T07:00:00Z
Hungary,1,2020-03-18T07:00:00Z
Ukraine,2,2020-03-18T07:00:00Z
Lebanon,3,2020-03-18T07:00:00Z
Albania,1,2020-03-18T07:00:00Z
Slovenia,1,2020-03-18T07:00:00Z
Thailand,1,2020-03-18T07:00:00Z
Bulgaria,2,2020-03-18T07:00:00Z
International conveyance,7,2020-03-18T07:00:00Z
Bahrain,1,2020-03-18T07:00:00Z
Cuba,1,2020-03-18T07:00:00Z
Sudan,1,2020-03-18T07:00:00Z
Guyana,1,2020-03-18T07:00:00Z
Cayman Islands,1,2020-03-18T07:00:00Z
Guatemala,1,2020-03-18T07:00:00Z
Italy,2978,2020-03-19T07:00:00Z
Spain,598,2020-03-19T07:00:00Z
China,3242,2020-03-19T07:00:00Z
France,244,2020-03-19T07:00:00Z
Iran,1135,2020-03-19T07:00:00Z
USA,100,2020-03-19T07:00:00Z
UK,103,2020-03-19T07:00:00Z
Netherlands,58,2020-03-19T07:00:00Z
Germany,13,2020-03-19T07:00:00Z
Belgium,14,2020-03-19T07:00:00Z
Switzerland,21,2020-03-19T07:00:00Z
Turkey,2,2020-03-19T07:00:00Z
South Korea,84,2020-03-19T07:00:00Z
Sweden,3,2020-03-19T07:00:00Z
Portugal,2,2020-03-19T07:00:00Z
Brazil,1,2020-03-19T07:00:00Z
Indonesia,19,2020-03-19T07:00:00Z
Austria,4,2020-03-19T07:00:00Z
Philippines,14,2020-03-19T07:00:00Z
Denmark,4,2020-03-19T07:00:00Z
Canada,8,2020-03-19T07:00:00Z
Ecuador,2,2020-03-19T07:00:00Z
Japan,29,2020-03-19T07:00:00Z
Ireland,2,2020-03-19T07:00:00Z
Iraq,12,2020-03-19T07:00:00Z
Greece,5,2020-03-19T07:00:00Z
Dominican Republic,1,2020-03-19T07:00:00Z
Egypt,6,2020-03-19T07:00:00Z
Malaysia,2,2020-03-19T07:00:00Z
Morocco,2,2020-03-19T07:00:00Z
Algeria,6,2020-03-19T07:00:00Z
Poland,5,2020-03-19T07:00:00Z
India,3,2020-03-19T07:00:00Z
Norway,3,2020-03-19T07:00:00Z
San Marino,14,2020-03-19T07:00:00Z
Panama,1,2020-03-19T07:00:00Z
Luxembourg,2,2020-03-19T07:00:00Z
Argentina,2,2020-03-19T07:00:00Z
Australia,6,2020-03-19T07:00:00Z
Hungary,1,2020-03-19T07:00:00Z
Ukraine,2,2020-03-19T07:00:00Z
Burkina Faso,1,2020-03-19T07:00:00Z
Lebanon,4,2020-03-19T07:00:00Z
Albania,2,2020-03-19T07:00:00Z
Slovenia,1,2020-03-19T07:00:00Z
Thailand,1,2020-03-19T07:00:00Z
Bulgaria,2,2020-03-19T07:00:00Z
International conveyance,7,2020-03-19T07:00:00Z
Bahrain,1,2020-03-19T07:00:00Z
Cuba,1,2020-03-19T07:00:00Z
Azerbaijan,1,2020-03-19T07:00:00Z
Sudan,1,2020-03-19T07:00:00Z
Guyana,1,2020-03-19T07:00:00Z
Cayman Islands,1,2020-03-19T07:00:00Z
Guatemala,1,2020-03-19T07:00:00Z
Italy,3407,2020-03-20T07:00:00Z
Spain,767,2020-03-20T07:00:00Z
China,3253,2020-03-20T07:00:00Z
France,372,2020-03-20T07:00:00Z
Iran,1284,2020-03-20T07:00:00Z
USA,150,2020-03-20T07:00:00Z
UK,144,2020-03-20T07:00:00Z
Netherlands,76,2020-03-20T07:00:00Z
Germany,20,2020-03-20T07:00:00Z
Belgium,14,2020-03-20T07:00:00Z
Switzerland,33,2020-03-20T07:00:00Z
Turkey,2,2020-03-20T07:00:00Z
South Korea,94,2020-03-20T07:00:00Z
Sweden,3,2020-03-20T07:00:00Z
Portugal,3,2020-03-20T07:00:00Z
Brazil,4,2020-03-20T07:00:00Z
Indonesia,25,2020-03-20T07:00:00Z
Austria,5,2020-03-20T07:00:00Z
Philippines,17,2020-03-20T07:00:00Z
Denmark,6,2020-03-20T07:00:00Z
Canada,9,2020-03-20T07:00:00Z
Ecuador,3,2020-03-20T07:00:00Z
Japan,33,2020-03-20T07:00:00Z
Ireland,3,2020-03-20T07:00:00Z
Iraq,12,2020-03-20T07:00:00Z
Greece,5,2020-03-20T07:00:00Z
Dominican Republic,2,2020-03-20T07:00:00Z
Egypt,6,2020-03-20T07:00:00Z
Malaysia,2,2020-03-20T07:00:00Z
Morocco,2,2020-03-20T07:00:00Z
Algeria,7,2020-03-20T07:00:00Z
Poland,5,2020-03-20T07:00:00Z
India,4,2020-03-20T07:00:00Z
Norway,6,2020-03-20T07:00:00Z
San Marino,14,2020-03-20T07:00:00Z
Pakistan,2,2020-03-20T07:00:00Z
Panama,1,2020-03-20T07:00:00Z
Luxembourg,4,2020-03-20T07:00:00Z
Argentina,2,2020-03-20T07:00:00Z
Mexico,1,2020-03-20T07:00:00Z
Australia,6,2020-03-20T07:00:00Z
Hungary,1,2020-03-20T07:00:00Z
Ukraine,2,2020-03-20T07:00:00Z
Burkina Faso,1,2020-03-20T07:00:00Z
Lebanon,4,2020-03-20T07:00:00Z
Albania,2,2020-03-20T07:00:00Z
Slovenia,1,2020-03-20T07:00:00Z
Thailand,1,2020-03-20T07:00:00Z
Bulgaria,3,2020-03-20T07:00:00Z
International conveyance,7,2020-03-20T07:00:00Z
Bangladesh,1,2020-03-20T07:00:00Z
Bahrain,1,2020-03-20T07:00:00Z
Cuba,1,2020-03-20T07:00:00Z
Azerbaijan,1,2020-03-20T07:00:00Z
Sudan,1,2020-03-20T07:00:00Z
Costa Rica,1,2020-03-20T07:00:00Z
Guyana,1,2020-03-20T07:00:00Z
Cayman Islands,1,2020-03-20T07:00:00Z
Guatemala,1,2020-03-20T07:00:00Z
Jamaica,1,2020-03-20T07:00:00Z
Italy,4032,2020-03-21T07:00:00Z
Spain,1002,2020-03-21T07:00:00Z
China,3261,2020-03-21T07:00:00Z
France,450,2020-03-21T07:00:00Z
Iran,1433,2020-03-21T07:00:00Z
USA,201,2020-03-21T07:00:00Z
UK,177,2020-03-21T07:00:00Z
Netherlands,106,2020-03-21T07:00:00Z
Germany,45,2020-03-21T07:00:00Z
Belgium,37,2020-03-21T07:00:00Z
Switzerland,43,2020-03-21T07:00:00Z
